locality,publications,bin_idx,bin_label,n_samples,n_pairs,median_pmr,lat,lon,region,migratory_distance_km
"Ripabianca di Monterado (Centro, Marche, Ancona)",AkbariReichNature2026; AntonioPritchardScience2019,1,"10,000-5,000 BP",4,6,0.25270789861679077,43.722396,13.033897,europe,4963.078112930357
"Polgár-Ferenci-hát (Hajdú-Bihar County, Hajdúnánás)",AkbariReichNature2026; GambaPinhasiNatComm2014; GelabertReichNatHumBehav2024; HarneyPinhasiGenomeRes2021; MathiesonReichNature2015,1,"10,000-5,000 BP",47,1018,0.25280076265335083,47.84646400000001,21.14942900000001,europe,4633.517741762735
"Nitra-Horné-Krškany (Nitra Region, Nitra District, Nitra)",AkbariReichNature2026; GelabertReichNatHumBehav2024,1,"10,000-5,000 BP",50,836,0.25287073850631714,48.283312,18.085484,europe,4824.323911314827
"Anghelu Ruju (Sardinia, Sassari Province)",AkbariReichNature2026; FernandesReichNatEcolEvol2020,1,"10,000-5,000 BP",7,18,0.2529904246330261,40.626667,8.323056,europe,5351.609823954279
Veszprém-Jutasi-út (Veszprém County),LipsonReichNature2017,1,"10,000-5,000 BP",5,5,0.25316399335861206,47.102645,17.912987,europe,4750.861558329869
"Potočani (Požega-Slavonia County, Općina Velika)",NovakReichPLoSOne2021,1,"10,000-5,000 BP",38,576,0.2531664967536926,45.44820000000001,17.638799999999993,europe,4671.907758192749
"Raschoille Cave (Scotland, Argyll and Bute, Oban)",AkbariReichNature2026; BraceBarnesNatEcolEvol2019; OlaldeReichNature2018,1,"10,000-5,000 BP",8,27,0.2532043755054474,56.403333,-5.478056,europe,6647.273354840136
"Niedertiefenbach (Rheinland-Pfalz, Koblenz, Rhein-Lahn-Kreis)",ImmelKrause-KyoraCommunBiol2021,1,"10,000-5,000 BP",39,727,0.2532190680503845,50.442,8.136000000000005,europe,5554.881549676039
"Jentilarri (Basque Country, Gipuzkoa, Beasain)",OlaldeReichScience2019,1,"10,000-5,000 BP",4,6,0.25331804156303406,43.0866,-2.2154,europe,6190.959631928793
"Stuttgart-Mühlhausen-1 (Baden-Württemberg, Stuttgart, Stuttgart-Stadtkreis)",RivollatHaakSciAdv2020,1,"10,000-5,000 BP",18,113,0.25333505868911743,48.78,9.18,europe,5408.3655258326935
"Fossato di Stretto Partana (Sicily, Trapani, Partanna)",AkbariReichNature2026; FernandesReichNatEcolEvol2020,1,"10,000-5,000 BP",4,6,0.25336503982543945,37.724,12.916,europe,5043.647230423027
"Igren'-8 (Dnieperpetrovsk Oblast, Dnieper District, Dnieper Municipality)",AllentoftWillerslevNature2024; NikitinReichNature2025; PosthKrauseNature2023,1,"10,000-5,000 BP",5,9,0.2533665895462036,48.44357,35.11592,europe,4698.236301893759
Primrose Grange (Sligo County),Sánchez-QuintoJakobssonPNAS2019,1,"10,000-5,000 BP",10,32,0.2533845007419586,54.2469,-8.55609,europe,6761.601351224102
"Grotta dell'Uzzo (Sicily, Trapani, San Vito Lo Capo)",YuKrauseiScience2022,1,"10,000-5,000 BP",17,119,0.25340691208839417,38.1101,12.7866,europe,5040.005224097617
"Apc-Berekalya-1 (Heves County, Hatvan)",AkbariReichNature2026; GelabertReichNatHumBehav2024; MathiesonReichNature2015; RohlandReichGenomeRes2022,1,"10,000-5,000 BP",4,6,0.25342822074890137,47.796249,19.681001,europe,4701.41692780095
"Kolín-Šťáralka (Central Bohemian Region, Kolín District)",PapacHaakSciAdv2021,1,"10,000-5,000 BP",6,10,0.25348156690597534,50.00873000000001,15.23091,europe,5106.912044234894
"Polgár-Basatanya (Hajdú-Bihar County, Hajdúnánás)",AkbariReichNature2026; Szécsényi-NagySiklósiNatComm2025,1,"10,000-5,000 BP",30,435,0.2535717785358429,47.816775,21.100547,europe,4633.177293086352
"Urziceni (Satu Mare County, Urziceni)",AkbariReichNature2026; HarneyPinhasiGenomeRes2021; LazaridisReichScience2022; MathiesonReichNature2018; Szécsényi-NagySiklósiNatComm2025,1,"10,000-5,000 BP",76,2617,0.25359246134757996,47.7467,22.395000000000003,europe,4570.591406049318
"Pusztataskony-Ledence-I (Jász-Nagykun-Szolnok County, Kunhegyes)",LipsonReichNature2017,1,"10,000-5,000 BP",8,20,0.2536221742630005,47.45925,20.51282,europe,4631.401362885972
"Budapest-Albertfalva-Hunyadi János út (Pest County, XI kerület)",Szécsényi-NagySiklósiNatComm2025,1,"10,000-5,000 BP",4,6,0.2537827491760254,47.440674,19.040732,europe,4708.623918546185
"Budakalász-Luppa-csárda (Pest County, Szentendre)",AkbariReichNature2026; LipsonReichNature2017,1,"10,000-5,000 BP",4,6,0.25408288836479187,47.620941,19.04494,europe,4721.882170370124
"Makotřasy (Central Bohemian Region, Kladno District)",AkbariReichNature2026; PapacHaakSciAdv2021,1,"10,000-5,000 BP",20,190,0.2541463077068329,50.145765999999995,14.221421000000001,europe,5172.2454667215015
"Oslonki (Kuyavian-Pomeranian Province, Radziejów County, Osięciny)",FernandesPinhasiSciRep2018,1,"10,000-5,000 BP",5,10,0.25435519218444824,52.616665999999995,18.8,europe,5165.202002113071
"Turjános-dülö (Pest County, Cegléd)",LipsonReichNature2017; Szécsényi-NagySiklósiNatComm2025,1,"10,000-5,000 BP",4,6,0.25438112020492554,47.189141,20.004795,europe,4636.434511684667
Poulnabrone (Clare County),CassidyBradleyNature2020,1,"10,000-5,000 BP",12,66,0.25442031025886536,53.048660000000005,-9.140049000000001,europe,6771.156986523581
"Polgár-Csőszhalom (Hajdú-Bihar County, Hajdúnánás)",AkbariReichNature2026; Szécsényi-NagySiklósiNatComm2025,1,"10,000-5,000 BP",28,378,0.25457459688186646,47.866493,21.116581,europe,4636.781917621008
"Aszód-Papiföldek (Pest County, Aszód)",Szécsényi-NagySiklósiNatComm2025,1,"10,000-5,000 BP",22,205,0.2547522187232971,47.671155,19.476136,europe,4702.349428733455
"Mont-Aimé-hypogée-2 (Grand Est Region, Marne Department, Épernay Arrondissement)",Seguin-OrlandoOrlandoCurrBiol2021,1,"10,000-5,000 BP",6,10,0.2547770142555237,48.858472,3.995887,europe,5768.907402992365
"Cabeço da Arruda I (Lisbon, Torres Vedras)",MartinianoBradleyPLosGenet2017; OlaldeReichScience2019,1,"10,000-5,000 BP",4,6,0.25518906116485596,39.110833,-8.663583,europe,6803.2537369726415
"Tell-Kurdu (Hatay, Reyhanlı)",SkourtaniotiKrauseCell2020,1,"10,000-5,000 BP",6,7,0.25524604320526123,36.329405,36.444255,asia,3312.819352938276
"Dzhulyunitsa (Veliko Tarnovo Province, Lyaskovets Municipality)",AkbariReichNature2026; LazaridisReichScience2022; MathiesonReichNature2018; RohlandReichGenomeRes2022,1,"10,000-5,000 BP",10,45,0.2553827166557312,43.16089,25.883410000000005,europe,3995.681186876289
"Alepotrypa Cave (Lakonia, Mani, Diros Bay)",AkbariReichNature2026; LazaridisStamatoyannopoulosNature2017; MathiesonReichNature2018,1,"10,000-5,000 BP",5,10,0.25553882122039795,36.638333,22.3825,europe,4385.414596551333
Parknabinnia (Clare County),CassidyBradleyNature2020,1,"10,000-5,000 BP",11,55,0.2556280791759491,52.985499,-9.111453999999998,europe,6767.974350915838
"Peki'in (Upper Galilee, Akko)",AkbariReichNature2026; HarneyReichNatComm2018; LazaridisReichNature2025,1,"10,000-5,000 BP",22,210,0.2557128667831421,32.974166999999994,35.33138899999999,asia,2973.1507189690747
"Lepenski-Vir (Bor District, Majdanpek Municipality, Boljetin)",AkbariReichNature2026; AllentoftWillerslevNature2024; MarchiExcoffierCell2022; MathiesonReichNature2018,1,"10,000-5,000 BP",7,13,0.25602829456329346,44.552924000000004,22.027563000000004,europe,4325.79451921966
"Grotta Continenza (Abruzzo, L'Aquila)",AntonioPritchardScience2019,1,"10,000-5,000 BP",7,21,0.2560639977455139,41.958000000000006,13.5445,europe,4906.141284151285
"Verteba Cave (Ternopil Oblast, Chortkiv District, Bilche-Zolote Municipality)",GelabertPinhasiSciRep2022; NikitinReichNature2025,1,"10,000-5,000 BP",29,282,0.2567718029022217,48.7889,25.871499999999997,europe,4580.707442222469
"Malak-Preslavets (Silistra Province, Tutrakan Municipality, Tsar Samuil)",LazaridisReichScience2022; MathiesonReichNature2018,1,"10,000-5,000 BP",11,35,0.2568630576133728,43.980000000000004,26.4,europe,4055.0058662981146
"Smyadovo (Shumen Province, Smyadovo Municipality)",LazaridisReichScience2022; MathiesonReichNature2018,1,"10,000-5,000 BP",8,20,0.2571304440498352,43.057778,26.983611,europe,3942.362442488694
"Arslantepe (Malatya, Battalgazi)",SkourtaniotiKrauseCell2020,1,"10,000-5,000 BP",18,152,0.25810810923576355,38.381944,38.36111100000001,asia,3596.9945497257295
"Çamlıbel-Tarlası (Çorum, Boğazkale)",SkourtaniotiKrauseCell2020,1,"10,000-5,000 BP",12,66,0.25820404291152954,40.019745,34.58612900000001,asia,3606.673820113457
"Kurganny-1 (Stavropol Krai, Kirovsky Municipality)",GhalichiHaakNature2024,1,"10,000-5,000 BP",6,12,0.258823037147522,44.02,43.889,asia,4374.758920902851
"Ilıpınar (Bursa, Orhangazi)",LazaridisReichNature2025; LazaridisReichScience2022,1,"10,000-5,000 BP",6,14,0.2591305375099182,40.48,29.295999999999996,asia,3621.42131433568
"Dlinnaya-Polyana (Adygea Republic of, Maykopsky District, Klady)",AkbariReichNature2026; WangHaakNatComm2019,1,"10,000-5,000 BP",4,6,0.2592694163322449,44.385019,40.394588,asia,4246.078265994127
"Areni-1 (Vayots Dzor Province, Areni Municipality)",AkbariReichNature2026; LazaridisReichNature2016,1,"10,000-5,000 BP",5,10,0.25980132818222046,39.731573,45.202743,asia,4130.351020050344
"Mayaky (Odesa Oblast, Bilyaivs'kyi District, Mayaky Municipality)",NikitinReichNature2025; PenskeHaakNature2023,1,"10,000-5,000 BP",11,49,0.259806752204895,46.397,30.271999999999995,europe,4325.863785509458
Usatove-Bolšoj Kujalnik (Odessa Oblast),PenskeHaakNature2023,1,"10,000-5,000 BP",4,6,0.2598249316215515,46.52603,30.63042,europe,4348.2988792683545
"Kartal (Lower Danube, Odesa)",PenskeHaakNature2023,1,"10,000-5,000 BP",8,28,0.2607054114341736,45.32,28.412,europe,4180.160652075962
"Seh Gabi (Kermanshah Province, Kangavar County)",LazaridisReichNature2016; LazaridisReichNature2025,1,"10,000-5,000 BP",6,15,0.26117032766342163,34.5,47.96,asia,4115.066980941974
"Maryinskaya-5 (Stavropol Krai, Kirovsky Municipality)",WangHaakNatComm2019,1,"10,000-5,000 BP",4,5,0.26232507824897766,43.905354,43.521883,asia,4346.0933671555385
"Shah Tepe (Golestan Province, Gorgan Plain)",KoptekinSomelCurrBiol2023,1,"10,000-5,000 BP",9,36,0.26559948921203613,28.33,56.87,asia,4959.408602972097
"Cueva Calero (Matanzas, Cardenas)",NägeleSchroederScience2020,2,"5,000-2,000 BP",4,5,0.1711655557155609,23.049639,-81.317111,americas,20013.285204769323
"Canimar Abajo (Northwestern Cuba, Matanzas)",NägeleSchroederScience2020,2,"5,000-2,000 BP",8,26,0.1737562119960785,23.038,-81.497,americas,20003.3330469083
"Rokutsu Shell Mound (Chiba Prefecture, Chiba, Chiba-shi)",WangReichNature2021,2,"5,000-2,000 BP",5,10,0.18638333678245544,35.55,140.157,asia,12074.292963287702
"Jabuticabeira II (South Santa Catarina, Jaguaruna Municipality)",FerrazPosthNatEcolEvol2023; PosthReichCell2018,2,"5,000-2,000 BP",17,115,0.18860912322998047,-28.590394,-48.960083,americas,26710.44682516635
Xiaohe (Xinjiang),ZhangCuiNature2021,2,"5,000-2,000 BP",11,51,0.19141864776611328,40.336400000000005,88.6725,asia,7718.547693941689
"Naton Beach Site (Guam, Tamuning-Tumon-Harmon Municipality, Tamuning)",LiuReichScience2022,2,"5,000-2,000 BP",27,13,0.19312168657779694,13.519983000000003,144.806559,oceania,14654.488160923365
"Praha-Ďáblice (Prague Region, Prague District)",PapacHaakSciAdv2021,2,"5,000-2,000 BP",5,10,0.19737257063388824,50.151931,14.493838,europe,5157.527521590268
San Nicolas Island (California),ScheibKivisildScience2018,2,"5,000-2,000 BP",20,25,0.19869348406791687,33.245211000000005,-119.49956100000001,americas,17168.005471969034
"Túmulo de Malacara (Buenos Aires Province, Ptdo. de Lobería)",Maravall-LópezNoresNature2025,2,"5,000-2,000 BP",6,15,0.20066194236278534,-38.449999999999996,-58.25,americas,27062.826134232135
"Las Locas (Lara State, Jiménez Municipality, Quíbor Valley)",FernandesReichNature2021,2,"5,000-2,000 BP",8,28,0.2009056806564331,10.03,-69.64,americas,21912.243036024294
Laguna de La Herrera (Madrid),KrettekPosthSciAdv2025,2,"5,000-2,000 BP",8,28,0.2041510045528412,4.7333069,-74.2827857,americas,22125.030300104365
"El Guanaco 1 (Buenos Aires Province, Ptdo. de San Cayetano)",Maravall-LópezNoresNature2025,2,"5,000-2,000 BP",5,9,0.2055160105228424,-38.68,-59.65,americas,27011.002844662624
"Saki Tzul (Toledo District, Maya Mountains, Bladen Nature Reserve)",KennettReichNatComm2022,2,"5,000-2,000 BP",4,5,0.20600910484790802,16.515784,-88.875258,americas,20178.26688138378
"Mayahak Cab Pek (Toledo District, Maya Mountains, Bladen Nature Reserve)",KennettReichNatComm2022,2,"5,000-2,000 BP",9,31,0.20824627578258514,16.490597,-88.911694,americas,20178.68866132009
Teouma (Efate),LipsonReichCurrBiol2018; LipsonReichCurrBiol2020,2,"5,000-2,000 BP",8,9,0.20901057124137878,-17.786,168.37,oceania,17972.920215726685
"CA-SBA-52 (California, Goleta, Campbell No. 2)",NakatsukaReichNature2023,2,"5,000-2,000 BP",4,6,0.20963957905769348,34.422813,-119.85675,americas,17033.10987868631
"Tatarka-Hill (Krasnoyarsk Krai, Sharypovsky District, Bolshoye Ozero Village)",ZengReichNature2025,2,"5,000-2,000 BP",4,6,0.21689677238464355,56.0242,92.7889,asia,8000.423718577178
Rhirhi (Mustang District),LiuJeongNatComm2022,2,"5,000-2,000 BP",4,6,0.2176971733570099,28.97,83.83,asia,7513.948867409254
"Ladian (Yunnan, West_YN)",WangFuScience2025,2,"5,000-2,000 BP",4,6,0.22028930485248566,25.94,101.88,asia,9308.75184967121
"Verkhny-Askiz (Khakassia Republic of, Askizsky District, Verkhny-Askiz Village)",DamgaardWillerslevScience2018,2,"5,000-2,000 BP",8,27,0.22332707047462463,53.156486,90.207811,asia,7810.267408097427
"Pingliangtai site (Henan, Huaiyang)",NingCuiNatComm2020,2,"5,000-2,000 BP",4,6,0.22405651211738586,33.7086342,114.922462,asia,10149.82173415184
"Shamanka-2 (Irkutsk Oblast, Slyudyansky District, Shamanka cape)",DamgaardWillerslevScience2018; KılınçGötherströmSciAdv2021,2,"5,000-2,000 BP",7,18,0.22443103790283203,51.698333,103.70305600000003,asia,8728.19202092433
"Ust'-Ida (Irkutsk Oblast, Bokhanskiy District, Kamenka Village)",DamgaardWillerslevNature2018,2,"5,000-2,000 BP",4,6,0.2267712652683258,53.188889,103.368056,asia,8685.983168645686
"Dadunzi (Yunnan, West_YN)",WangFuScience2025,2,"5,000-2,000 BP",6,10,0.22785669565200806,25.710000000000004,101.90999999999998,asia,9321.020302204528
"Jicha (Yunnan, West_YN)",WangFuScience2025,2,"5,000-2,000 BP",12,66,0.22831299901008606,27.339999999999993,99.09999999999998,asia,8995.056530968106
"Gaozhai (Yunnan, West_YN)",WangFuScience2025,2,"5,000-2,000 BP",14,65,0.2286137044429779,27.269999999999992,100.25,asia,9104.27638033124
"Taldy-2 (Karaganda Region, Qarqaralı District)",DamgaardWillerslevNature2018; Gnecchi-RusconeKrauseSciAdv2021; JärveVillemsCurrBiol2019,2,"5,000-2,000 BP",4,6,0.22868601977825165,49.0981333,75.84315,asia,6753.850765922178
Zongri (Qinghai),WangFuSciAdv2023,2,"5,000-2,000 BP",19,171,0.22933849692344666,35.29999999999999,100.40000000000002,asia,8837.316945065748
"Duizi (Yunnan, West_YN)",WangFuScience2025,2,"5,000-2,000 BP",10,7,0.23048071563243866,26.170000000000005,100.58000000000001,asia,9178.53938504906
Malakula (Malampa Province),PosthPowellNatEcolEvol2018,2,"5,000-2,000 BP",6,5,0.23138631880283356,-16.073881,167.44778599999998,oceania,17817.48966048694
"Xueshan (Yunnan, Central_YN)",WangFuScience2025,2,"5,000-2,000 BP",11,45,0.23146434128284454,24.7,103.0,asia,9464.98537664013
"Pukagongma (Qinghai, Yushu)",WangFuSciAdv2023; WangFuScience2025,2,"5,000-2,000 BP",5,6,0.23218587040901184,33.5,95.4,asia,8448.731287424893
"Ust'-Belaya (Irkutsk Oblast, Usolskiy District, Belaya River Mouth of the)",FlegontovSchiffelsNature2019; SikoraWillerslevNature2019; ZengReichNature2025,2,"5,000-2,000 BP",7,21,0.23266316950321198,52.9169,103.65700000000001,asia,8708.542966612893
"Baiyangcun (Yunnan, West_YN)",WangFuScience2025,2,"5,000-2,000 BP",17,55,0.23269107937812805,25.84,100.59,asia,9192.817355002651
"XinZhi (Weifang, Changyi)",LiuFuNatComm2025,2,"5,000-2,000 BP",5,10,0.2327452301979065,36.84,119.39000000000001,asia,10383.215332916976
"LiuJiaZhuang (Jinan, Gucheng)",LiuFuNatComm2025,2,"5,000-2,000 BP",14,91,0.2332846224308014,36.39999999999999,116.58999999999996,asia,10173.308586230627
"TongLin (Zibo, Linzi)",LiuFuNatComm2025,2,"5,000-2,000 BP",7,18,0.23341970145702362,36.9,118.25,asia,10287.68874588611
"Chengziya (Shandong, Jinan City, Zhangqiu District)",FangWangCellRep2025; LiuFuNatComm2025,2,"5,000-2,000 BP",7,21,0.23364996910095215,36.68099999999999,117.59900000000002,asia,10244.0852417706
"Ulaanzuukh (Sükhbaatar Province, Tüvshinshiree District)",JeongWarinnerCell2020,2,"5,000-2,000 BP",9,35,0.23380978405475616,46.77,111.6,asia,9399.681910000043
"Xingyi (Yunnan, Central_YN)",WangFuScience2025,2,"5,000-2,000 BP",14,66,0.2339962124824524,24.19,102.81999999999996,asia,9470.032264195172
Kyang (Manang District),LiuJeongNatComm2022,2,"5,000-2,000 BP",7,21,0.23428718745708466,28.729999999999997,84.27,asia,7562.274773069272
"Piyangjiweng (Tibet, Ngari)",WangFuSciAdv2023,2,"5,000-2,000 BP",6,12,0.23431794345378876,31.60001,79.60000000000001,asia,7052.525875971211
"Wadian (Henan, Yuzhou)",FangWangCellRep2025,2,"5,000-2,000 BP",8,17,0.23464684188365936,34.167,113.471,asia,10006.616405900395
"Tanjung Pinang (North Moluccas, Morotai)",OliveiraStonekingNatEcolEvol2022,2,"5,000-2,000 BP",4,6,0.2346697896718979,2.35001,128.4,asia,13033.704667473841
"Ksiaznice-2 (Subcarpathian Province, Mielec County, Przecław)",SchroederAllentoftPNAS2019,2,"5,000-2,000 BP",5,10,0.2347748577594757,50.2,21.4,europe,4842.178473471133
"Qulongsazha (Tibet, Ngari Prefecture)",BaiFuCurrBiol2024,2,"5,000-2,000 BP",7,21,0.2347773313522339,32.300000000000004,80.03329999999998,asia,7078.3270117345655
"Dinggong (Shandong, Zouping County, Changshan Town, Dinggong Village)",FangWangCellRep2025,2,"5,000-2,000 BP",10,45,0.2349158674478531,36.786,117.82099999999998,asia,10257.661833664075
"Grottina dei Covoloni del Broion (Veneto, Vicenza, Berici Hills)",SaupeScheibCurrBiol2021,2,"5,000-2,000 BP",4,5,0.2350464016199112,45.467615,11.58982,europe,5114.6993777449425
"Baligang (Nanyang, Dengzhou)",YangHuangNatCommun2025,2,"5,000-2,000 BP",16,120,0.23512327671051025,32.691667,112.134722,asia,9953.68852047116
"Sangdalongguo (Tibet, Ngari Prefecture)",BaiFuCurrBiol2024,2,"5,000-2,000 BP",17,124,0.2352985143661499,32.3917,80.0328,asia,7076.460646024652
"Västerbjers (Gotland, Gothem parish)",CoutinhoJakobssonAJBA2020,2,"5,000-2,000 BP",13,55,0.2353660762310028,57.58000000000001,18.699999999999996,europe,5657.500724704541
"Gebusailu (Tibet, Ngari Prefecture)",BaiFuCurrBiol2024,2,"5,000-2,000 BP",12,66,0.23557797074317932,31.5856,80.09580000000001,asia,7098.922169880323
"Wangchenggang (Henan, Dengfeng City, Gaocheng Town, Bafang Village)",FangWangCellRep2025,2,"5,000-2,000 BP",7,17,0.23606695234775543,34.458,113.03200000000001,asia,9957.10442528429
"Leubingen-2 (Thüringen, Kyffhäuserkreis)",PenskeHaakSciRep2024,2,"5,000-2,000 BP",5,10,0.23657768964767456,51.190279,11.169722,europe,5414.161873820776
Mebrak Tomb (Mustang District),JeongWarinnerPNAS2016; LiuJeongNatComm2022,2,"5,000-2,000 BP",11,35,0.23662793636322021,28.860000000000003,83.91999999999999,asia,7525.575080382292
"Muttenz (Bern, Moutier)",FurtwänglerHerbigBioTechniques2020,2,"5,000-2,000 BP",5,10,0.236860990524292,47.3122,7.384299999999999,europe,5479.874498012903
"Lajia site (Qinghai, Minhe County, Lajia Village)",NingCuiNatComm2020,2,"5,000-2,000 BP",6,11,0.2372988909482956,36.508904,101.79648199999998,asia,8921.418195497798
"Jiaozuoniecun site (Henan, Jiazuo City)",NingCuiNatComm2020,2,"5,000-2,000 BP",4,6,0.23736988008022308,33.8719844,113.918666,asia,10057.24439059143
"Mygdalia (Achaea, Patras Region)",SkourtaniotiStockhammerNatEcolEvol2023,2,"5,000-2,000 BP",7,21,0.23833075165748596,38.186889,21.776528000000003,europe,4316.639961828066
"Jinlianshan (Yunnan, Central_YN)",WangFuScience2025,2,"5,000-2,000 BP",7,15,0.23848724365234375,24.699999999999996,103.0,asia,9464.98537664013
"Jiangjialiang (Hebei Province, Zhangjiakou City, Yangyuan County, Dongcheng Town, east of Xishuidi Village)",ZhangCuiSciBull2025,2,"5,000-2,000 BP",34,222,0.23945686221122742,40.163,114.48999999999998,asia,9848.9608575749
"Okunevo burials (Omsk Oblast, Muromtsevsky District, Okunevo Village)",ZengReichNature2025,2,"5,000-2,000 BP",10,24,0.23969429731369019,56.4576194,74.8751083,asia,6936.777980440946
"Glazkovo (Irkutsk Oblast, Irkutsk Municipality, Lokomotiv (Cyclodrome))",KılınçGötherströmSciAdv2021; YuKrauseCell2020,2,"5,000-2,000 BP",4,6,0.23979240655899048,52.286944,104.249167,asia,8756.796392985862
"Xisima (Henan Province, Zhengzhou City, Xingyang City)",TangWangMolBiolEvol2025,2,"5,000-2,000 BP",11,15,0.2399556189775467,34.87,113.35,asia,9967.033061087313
Dolge njive (Šmarješke Toplice),AkbariReichNature2026; ArmitReichAntiquity2023,2,"5,000-2,000 BP",9,34,0.2405788004398346,45.867366,15.279788,europe,4857.73200547732
"Cova d'en Pardo (Valencian community, Alicante, Planes)",Villalba-MoucoHaakSciAdv2021,2,"5,000-2,000 BP",7,13,0.24111086130142212,38.78317599999999,-0.33999999999999997,europe,6118.326232318749
"Nikultsino (Yaroslav Oblast, Yaroslavsky District)",AkbariReichNature2026; SaagMetspaluSciAdv2021,2,"5,000-2,000 BP",6,7,0.24212665855884552,57.5292637,39.6699406,asia,5579.500085307959
"Il'movaya-Pad' (Buryatia, Kyakhtinsky District, Ust'-Kyakhta Village)",JeongWarinnerCell2020,2,"5,000-2,000 BP",5,10,0.24262812733650208,50.497414,106.405503,asia,8935.06662412248
"Khaptsagai (Irkutsk Oblast, Bayandayevskiy District)",YuKrauseCell2020,2,"5,000-2,000 BP",6,14,0.24318896234035492,53.04452800000001,105.510583,asia,8829.854461836594
"Bolshoy-Oleniy-Ostrov (Murmansk Oblast, Alexandrovsk Municipality)",AllentoftWillerslevNature2024; ChildebayevaHaakCommunBiol2024; LamnidisSchiffelsNatComm2018,2,"5,000-2,000 BP",11,45,0.24370570480823517,69.22389999999999,33.4828,asia,6810.34684533291
"Kumsay (Kyryk-Oba) (Aqtöbe Region, Muğaljar District)",LazaridisReichNature2025; NarasimhanReichScience2019,2,"5,000-2,000 BP",12,36,0.24392661452293396,49.49,58.51,asia,5611.325806232991
"Borovyanka-17 (Omsk Oblast, Bolsherechensky District, Borovyanka Village)",AllentoftWillerslevNature2024; ZengReichNature2025,2,"5,000-2,000 BP",5,10,0.24416065216064453,55.75665300000001,74.314006,asia,6875.275509263534
"Pikutkowo (Kuyavian-Pomeranian Province, Wrocław County, Brześć Kujawski)",FernandesPinhasiSciRep2018,2,"5,000-2,000 BP",4,6,0.24442678689956665,52.62,18.96,europe,5159.844279644389
Chania (Crete),SkourtaniotiStockhammerNatEcolEvol2023,2,"5,000-2,000 BP",27,298,0.2457284927368164,35.5172563,24.0149291,europe,4400.395808881292
"Uybat-5 (Khakassia Republic of, Ust-Abakansky District)",DamgaardWillerslevScience2018,2,"5,000-2,000 BP",6,15,0.24581439793109894,53.70856100000001,90.359808,asia,7825.024963608585
"Abri Sandron (Wallonne Gewest, Luik, Huccorgne)",OlaldeReichNature2026,2,"5,000-2,000 BP",7,19,0.24653254449367523,50.57923,5.118983,europe,5755.291040876489
Heraklion (Crete),SkourtaniotiStockhammerNatEcolEvol2023,2,"5,000-2,000 BP",5,10,0.24690595269203186,35.2394569,24.9883048,europe,4391.124515360192
"Ergeninskiy-1 (Kalmykia Republic of, Ketchenerovsky District, Ergeninskiy Village)",GhalichiHaakNature2024; LazaridisReichNature2025,2,"5,000-2,000 BP",9,5,0.24711795151233673,47.11,44.49,asia,4673.792353400839
"Landbogården (Västra Götalands län, Falköping, Falbygden)",SeersholmSikoraNature2024,2,"5,000-2,000 BP",10,35,0.24730165302753448,58.177499999999995,13.4344,europe,5867.650415014157
"Aidonia (Peloponnese, Corinthia, Phlious Valley)",SkourtaniotiStockhammerNatEcolEvol2023,2,"5,000-2,000 BP",9,22,0.24730855226516724,37.84083,22.5832,europe,4281.452337871945
"Kytmanovo (Altai Krai, Kytmanovsky District, Kytmanovo Village)",AllentoftWillerslevNature2015,2,"5,000-2,000 BP",4,6,0.24759894609451294,53.456,85.447,asia,7499.704535841975
"Tuoganbai (Xinjiang, Aletai Region, Habahe County)",KumarFuScience2022,2,"5,000-2,000 BP",6,15,0.24838435649871826,48.06001,86.42,asia,7509.595318147034
"Arroyal I (Castilla y León, Burgos, Alfoz de Quintanadueñas)",OlaldeReichNature2018,2,"5,000-2,000 BP",5,6,0.24863919615745544,42.4,-3.75,europe,6323.842580459224
"Kalehöyük (Kırşehir, Kaman)",DamgaardWillerslevScience2018,2,"5,000-2,000 BP",7,20,0.24894538521766663,39.34580499999999,33.78813,asia,3515.8002503652688
"Oberbipp Horgen (Bern, Wangen)",FurtwänglerHerbigBioTechniques2020,2,"5,000-2,000 BP",7,19,0.2491045892238617,47.262067,7.659835,europe,5458.359033750494
"Serra Cabriles (Sardinia, Sassari, Sennori)",AkbariReichNature2026; FernandesReichNatEcolEvol2020; MarcusNovembreNatComm2020,2,"5,000-2,000 BP",9,36,0.2493303418159485,40.786192,8.595815,europe,5326.486384801833
"Las Yurdinas II (Basque Country, Álava, Peñacerrada-Urizaharra)",LipsonReichNature2017; OlaldeReichScience2019,2,"5,000-2,000 BP",4,6,0.24940457940101624,42.63,-2.7,europe,6235.331465749132
"Chaganguole (Chagangole) (Xinjiang, Aletai Region, Qinghe County)",KumarFuScience2022,2,"5,000-2,000 BP",11,50,0.24950790405273438,46.480000000000004,90.75,asia,7835.721169718732
"PP4-Montelirio (Andalusia, Sevilla, Valencina de la Concepción)",Villalba-MoucoHaakSciAdv2021,2,"5,000-2,000 BP",11,37,0.24964889883995056,37.41092600000001,-6.059,europe,6641.409604521327
"Boykoponura (Krasnodar Krai, Kalininsky District)",GhalichiHaakNature2024,2,"5,000-2,000 BP",8,5,0.24976560473442078,45.379643,38.76285,asia,4285.243545075893
"Boyanovo (Yambol Province, Elhovo Municipality)",LazaridisReichScience2022; PenskeHaakNature2023,2,"5,000-2,000 BP",4,6,0.24979066848754883,42.28186,26.62944,europe,3881.083150744166
